543174821	2342667698963752
5188663995	11246348645303592
5943264504	57226378260907304
5596565129	995541475788132
5814281546	1545915160986980
525273255	1116438832481576
573252124	4455313189504296
5141209939	8313933887046952
5390267406	418766760838500
5807430919	1530417778132324
5382089822	393839106196836
5885720927	1664579268904292
5758571844	1414491443430756
5144310270	8507612752905512
5623956150	1063176406173028
510057282	71137342391592
513568003	314558573315368
5187611088	11186628131685672
5319669282	204020811957604
5119876993	6998823021184296
5164709715	9820110466712872
5696516027	1235289503040868
5776449146	1456830358619492
5290134412	14952034617132328
5584688428	959433819948388
5806981390	1529083788133732
5469225641	651761019127140
5414554525	25440553999402280
5687566138	1215768742462820
5630170402	38554813516350760
525169364	1109301804795176
5195185700	11642525018621224
5183185554	10929338182927656
5815706430	49648357895177512
5198661623	11833077886485800
5444401442	597077361296740
